0.00210806,0,0.00315954,0,0,0
0.0147564,0,0.0221168,0,0,0
0.0400532,0,0.0600313,0,0,0
0.0779983,0,0.116903,0,0,0
0.128592,0,0.192732,0,0,0
0.191834,0,0.287518,0,0,0
0.267724,0,0.401262,0,0,0
0.356263,0,0.533962,0,0,0
0.45745,0,0.68562,0,0,0
0.571285,0,0.856236,0,0,0
0.697769,0,1.04581,0,0,0
0.836901,0,1.25434,0,0,0
0.988681,0,1.48182,0,0,0
1.15188,0,1.72459,0,0,0
1.31201,0,1.93926,0,0,0
1.45965,0,2.09758,0,0,0
1.59461,0,2.19909,0,0,0
1.71692,0,2.24377,0,0,0
1.82657,0,2.23162,0,0,0
1.92355,0,2.16265,0,0,0
2.00787,0,2.03686,0,0,0
2.07952,0,1.85424,0,0,0
2.13852,0,1.61479,0,0,0
2.18485,0,1.31852,0,0,0
2.21852,0,0.96543,0,0,0
2.23953,0,0.555512,0,0,0
2.24794,0,0.0893172,0,0,0
2.24837,0,-0.39856,0,0,0
2.24808,0,-0.853459,0,0,0
2.24772,0,-1.27055,0,0,0
2.24728,0,-1.64984,0,0,0
2.24676,0,-1.99132,0,0,0
2.24617,0,-2.295,0,0,0
2.2455,0,-2.56088,0,0,0
2.24475,0,-2.78895,0,0,0
2.24393,0,-2.97921,0,0,0
2.24303,0,-3.13167,0,0,0
2.24205,0,-3.24632,0,0,0
2.241,0,-3.32317,0,0,0
2.23988,0,-3.36222,0,0,0
2.23872,0,-3.36346,0,0,0
2.23778,0,-3.32696,0,0,0
2.23711,0,-3.25272,0,0,0
2.23672,0,-3.14075,0,0,0
2.23659,0,-2.99103,0,0,0
2.23674,0,-2.80358,0,0,0
2.23717,0,-2.57839,0,0,0
2.23786,0,-2.31546,0,0,0
2.23883,0,-2.0148,0,0,0
2.24008,0,-1.67639,0,0,0
2.2416,0,-1.30025,0,0,0
2.24339,0,-0.886373,0,0,0
2.24545,0,-0.434756,0,0,0
2.24738,0,0.0517218,0,0,0
2.24228,0,0.523733,0,0,0
2.22435,0,0.939816,0,0,0
2.1934,0,1.29868,0,0,0
2.14944,0,1.60033,0,0,0
2.09246,0,1.84476,0,0,0
2.02246,0,2.03198,0,0,0
1.93945,0,2.16198,0,0,0
1.84342,0,2.23476,0,0,0
1.73438,0,2.25033,0,0,0
1.61232,0,2.20868,0,0,0
1.47725,0,2.10981,0,0,0
1.32916,0,1.95373,0,0,0
1.16815,0,1.74072,0,0,0
1.00294,0,1.49652,0,0,0
0.848967,0,1.26677,0,0,0
0.707829,0,1.05618,0,0,0
0.579522,0,0.864724,0,0,0
0.464045,0,0.692418,0,0,0
0.361399,0,0.539256,0,0,0
0.271584,0,0.40524,0,0,0
0.1946,0,0.290369,0,0,0
0.130446,0,0.194643,0,0,0
0.0791229,0,0.118062,0,0,0
0.0406307,0,0.0606264,0,0,0
0.0149692,0,0.022336,0,0,0
0.00213846,0,0.00319086,0,0,0
